name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime,month,successful,condition_1,genre_encoded,company_encoded,director_encoded,writer_encoded,star_encoded,country_encoded,month_converted,season,runtime_range,rating_converted,profit,director_score,company_score,genre_score,star_score,writer_score
Che: Part One,Not Rated,Biography,2008,"January 24, 2009 (United States)",7.2,45000.0,Steven Soderbergh,Peter Buchman,Julia Ormond,France,35000000.0,34209066.0,Wild Bunch,134.0,January,0,False,3,2340,2658,3358,1379,14,1,Winter,Long,Unkown,-790934.0,5,1,5,0,5
The Edge of Love,R,Biography,2008,"June 20, 2008 (United Kingdom)",6.2,17000.0,John Maybury,Sharman Macdonald,Keira Knightley,United Kingdom,0.0,4297711.0,BBC Films,110.0,June,1,True,3,305,1419,3923,1464,54,6,Winter,Medium,R,4297711.0,0,5,5,5,1
I Can't Think Straight,PG-13,Drama,2008,"November 1, 2008 (United States)",6.5,8000.0,Shamim Sarif,Shamim Sarif,Lisa Ray,United Kingdom,0.0,40945.0,Enlightenment Productions,82.0,November,1,True,6,956,2539,3915,1634,54,11,Winter,Short,PG-13,40945.0,1,1,5,1,1
Strange Wilderness,R,Adventure,2008,"February 1, 2008 (United States)",5.3,21000.0,Fred Wolf,Peter Gaulke,Steve Zahn,United States,20000000.0,6964734.0,Pelican Productions LLC (I),87.0,February,0,False,1,1829,894,3370,2511,55,2,Winter,Short,R,-13035266.0,1,0,5,1,5
Frost/Nixon,R,Biography,2008,"January 23, 2009 (United States)",7.7,105000.0,Ron Howard,Peter Morgan,Frank Langella,United Kingdom,25000000.0,27426335.0,Universal Pictures,122.0,January,0,False,3,2279,2431,3383,837,54,1,Winter,Long,R,2426335.0,5,5,5,1,5
Gomorrah,Not Rated,Crime,2008,"April 10, 2009 (United States)",7.0,47000.0,Matteo Garrone,Roberto Saviano,Gianfelice Imparato,Italy,0.0,34861529.0,Fandango,137.0,April,1,True,5,1013,1851,3685,899,25,4,Winter,Long,Unkown,34861529.0,1,1,5,1,1
Stop-Loss,R,Drama,2008,"March 28, 2008 (United States)",6.4,20000.0,Kimberly Peirce,Mark Richard,Ryan Phillippe,United States,25000000.0,11212953.0,Paramount Pictures,112.0,March,0,False,6,1810,1622,2789,2309,55,3,Winter,Medium,R,-13787047.0,1,5,5,0,0
Two Lovers,R,Drama,2008,"March 20, 2009 (United States)",7.0,39000.0,James Gray,James Gray,Joaquin Phoenix,United States,9800000.0,16303643.0,2929 Productions,110.0,March,0,False,6,24,1168,1796,1256,55,3,Winter,Medium,R,6503643.0,1,0,5,5,1
Babylon A.D.,PG-13,Action,2008,"August 29, 2008 (United States)",5.6,94000.0,Mathieu Kassovitz,Maurice G. Dantec,Vin Diesel,France,70000000.0,72109200.0,Babylon,90.0,August,0,False,0,323,1844,2869,2720,14,8,Winter,Medium,PG-13,2109200.0,5,1,5,5,1
Chocolate,R,Action,2008,"February 6, 2008 (Thailand)",7.0,18000.0,Prachya Pinkaew,Napalee,JeeJa Yanin,Thailand,0.0,3179014.0,Sahamongkol Film International,110.0,February,1,True,0,2008,2241,3113,1160,51,2,Winter,Medium,R,3179014.0,1,1,5,1,1
Killshot,R,Action,2008,"November 13, 2008 (Israel)",6.0,21000.0,John Madden,Hossein Amini,Thomas Jane,United States,0.0,2961647.0,The Weinstein Company,95.0,November,1,True,0,2205,1418,1660,2597,55,11,Winter,Medium,R,2961647.0,5,5,5,5,5
The Good the Bad the Weird,R,Action,2008,"July 17, 2008 (South Korea)",7.3,34000.0,Jee-woon Kim,Jee-woon Kim,Kang-ho Song,South Korea,10000000.0,44261209.0,Barunson E&A,130.0,July,1,True,0,353,1245,1907,1419,45,7,Winter,Long,R,34261209.0,1,5,5,5,1
Passengers,PG-13,Romance,2008,"September 26, 2008 (Spain)",5.9,35000.0,Rodrigo García,Ronnie Christensen,Anne Hathaway,United States,25000000.0,5798974.0,TriStar Pictures,93.0,September,0,False,14,2240,2412,3749,149,55,9,Winter,Medium,PG-13,-19201026.0,0,5,5,5,0
Shutter,PG-13,Horror,2008,"March 21, 2008 (United States)",5.2,33000.0,Masayuki Ochiai,Luke Dawson,Joshua Jackson,United States,8000000.0,48555306.0,New Regency Productions,85.0,March,1,True,10,1713,1841,2675,1365,55,3,Winter,Short,PG-13,40555306.0,1,5,5,5,5
Deception,R,Crime,2008,"April 25, 2008 (United States)",6.1,38000.0,Marcel Langenegger,Mark Bomback,Hugh Jackman,United States,25000000.0,18024545.0,Rifkin-Eberts,107.0,April,0,False,5,1971,1761,2746,1011,55,4,Winter,Medium,R,-6975455.0,0,0,5,5,5
Ghajini,Not Rated,Action,2008,"December 24, 2008 (United States)",7.3,58000.0,A.R. Murugadoss,Piyush Mishra,Aamir Khan,India,0.0,38316584.0,Geetha Arts,186.0,December,1,True,0,1149,0,3442,4,20,12,Winter,Long,Unkown,38316584.0,1,1,5,5,1
Donkey Punch,R,Crime,2008,"July 18, 2008 (United Kingdom)",5.1,11000.0,Olly Blackburn,Olly Blackburn,Sian Breckin,United Kingdom,0.0,694422.0,Warp X,99.0,July,1,True,5,2325,2083,3218,2448,54,7,Winter,Medium,R,694422.0,1,1,5,1,1
The Eye,PG-13,Drama,2008,"February 1, 2008 (United States)",5.4,52000.0,David Moreau,Sebastian Gutierrez,Jessica Alba,United States,12000000.0,58010320.0,Lionsgate,98.0,February,1,True,6,1519,649,3897,1219,55,2,Winter,Medium,PG-13,46010320.0,1,5,5,5,5
The Love Guru,PG-13,Comedy,2008,"June 20, 2008 (United States)",3.8,51000.0,Marco Schnabel,Mike Myers,Mike Myers,United Kingdom,62000000.0,40877556.0,Paramount Pictures,87.0,June,0,False,4,1810,1765,3048,1908,54,6,Winter,Short,PG-13,-21122444.0,0,5,5,5,5
The Informers,R,Crime,2008,"April 24, 2009 (United States)",5.0,16000.0,Gregor Jordan,Bret Easton Ellis,Billy Bob Thornton,United States,18000000.0,382174.0,Senator Entertainment Co,98.0,April,0,False,5,2046,1010,510,262,55,4,Winter,Medium,R,-17617826.0,0,0,5,5,1
The X Files: I Want to Believe,PG-13,Crime,2008,"July 25, 2008 (United States)",5.9,89000.0,Chris Carter,Frank Spotnitz,David Duchovny,United States,30000000.0,69363381.0,Twentieth Century Fox,104.0,July,1,True,5,2251,434,1392,592,55,7,Winter,Medium,PG-13,39363381.0,1,5,5,5,1
Asterix at the Olympic Games,Not Rated,Adventure,2008,"June 13, 2008 (United States)",5.2,28000.0,Frédéric Forestier,René Goscinny,Gérard Depardieu,France,0.0,131856927.0,Pathé Renn Productions,116.0,June,1,True,1,1823,902,3508,940,14,6,Winter,Medium,Unkown,131856927.0,5,5,5,5,5
Wendy and Lucy,R,Drama,2008,"March 6, 2009 (United Kingdom)",7.1,17000.0,Kelly Reichardt,Jonathan Raymond,Michelle Williams,United States,200000.0,1192995.0,Field Guide Films,80.0,March,1,True,6,1028,1575,2269,1898,55,3,Winter,Short,R,992995.0,1,1,5,1,1
Tokyo!,Unrated,Comedy,2008,"August 16, 2008 (Japan)",7.1,10000.0,Leos Carax,Gabrielle Bell,Ayako Fujitani,France,0.0,1194397.0,Comme des Cinémas,112.0,August,1,True,4,733,1685,1408,198,14,8,Winter,Medium,Unkown,1194397.0,0,1,5,1,1
One Missed Call,PG-13,Horror,2008,"January 4, 2008 (United States)",4.0,31000.0,Eric Valette,Andrew Klavan,Edward Burns,United States,20000000.0,45847751.0,Alcon Entertainment,87.0,January,1,True,10,117,818,205,717,55,1,Winter,Short,PG-13,25847751.0,1,5,5,0,1
Transsiberian,R,Crime,2008,"September 5, 2008 (United States)",6.7,51000.0,Brad Anderson,Brad Anderson,Woody Harrelson,United Kingdom,15000000.0,5926410.0,Filmax International,111.0,September,0,False,5,1058,302,490,2778,54,9,Winter,Medium,R,-9073590.0,1,0,5,1,0
Lakeview Terrace,PG-13,Crime,2008,"September 19, 2008 (United States)",6.1,50000.0,Neil LaBute,David Loughery,Samuel L. Jackson,United States,20000000.0,44655002.0,Screen Gems,110.0,September,1,True,5,2036,2017,994,2341,55,9,Winter,Medium,PG-13,24655002.0,1,5,5,5,5
Fireproof,PG,Drama,2008,"September 26, 2008 (United States)",6.5,22000.0,Alex Kendrick,Alex Kendrick,Kirk Cameron,United States,500000.0,33473297.0,Samuel Goldwyn Films,122.0,September,1,True,6,2013,69,112,1513,55,9,Winter,Long,PG,32973297.0,5,1,5,1,5
Traitor,PG-13,Action,2008,"August 27, 2008 (United States)",7.0,56000.0,Jeffrey Nachmanoff,Jeffrey Nachmanoff,Don Cheadle,United States,22000000.0,27675014.0,Overture Films,114.0,August,0,False,0,1782,1264,1939,672,55,8,Winter,Medium,PG-13,5675014.0,0,5,5,5,1
My Best Friend's Girl,R,Comedy,2008,"September 19, 2008 (United States)",5.9,43000.0,Howard Deutch,Jordan Cahan,Kate Hudson,United States,20000000.0,41624687.0,Lionsgate,101.0,September,1,True,4,1519,1087,2276,1435,55,9,Winter,Medium,R,21624687.0,5,5,5,5,1
"New York, I Love You",R,Comedy,2008,"October 16, 2009 (United States)",6.2,45000.0,Directors,Hu Hong,Shia LaBeouf,United States,14700000.0,14603177.0,Vivendi Entertainment,103.0,October,0,False,4,2308,726,1674,2442,55,10,Winter,Medium,R,-96823.0,5,0,5,5,0
Nothing But the Truth,R,Crime,2008,"July 29, 2009 (Philippines)",7.2,37000.0,Rod Lurie,Rod Lurie,Kate Beckinsale,United States,11500000.0,409832.0,Yari Film Group (YFG),108.0,July,0,False,5,2360,2408,3702,1431,55,7,Winter,Medium,R,-11090168.0,0,0,5,5,0
Cadillac Records,R,Biography,2008,"December 5, 2008 (United States)",7.0,21000.0,Darnell Martin,Darnell Martin,Adrien Brody,United States,12000000.0,8883644.0,LightWave Entertainment,109.0,December,0,False,3,1508,592,911,23,55,12,Winter,Medium,R,-3116356.0,0,0,5,5,0
Pontypool,Not Rated,Fantasy,2008,"September 18, 2009 (Turkey)",6.6,30000.0,Bruce McDonald,Tony Burgess,Stephen McHattie,Canada,1500000.0,32118.0,Ponty Up Pictures,93.0,September,0,False,8,1872,340,4306,2495,6,9,Winter,Medium,Unkown,-1467882.0,0,0,5,0,0
Happy-Go-Lucky,R,Comedy,2008,"November 21, 2008 (United States)",7.0,38000.0,Mike Leigh,Mike Leigh,Sally Hawkins,United Kingdom,0.0,18696602.0,Film4,118.0,November,1,True,4,1048,1972,3043,2321,54,11,Winter,Medium,R,18696602.0,1,5,5,5,1
Beverly Hills Chihuahua,PG,Adventure,2008,"October 3, 2008 (United States)",3.8,23000.0,Raja Gosnell,Analisa LaBianco,Drew Barrymore,United States,20000000.0,149292488.0,Mandeville Films,91.0,October,1,True,1,1590,2255,176,691,55,10,Winter,Medium,PG,129292488.0,5,5,5,5,5
Waltz with Bashir,R,Animation,2008,"June 12, 2008 (Israel)",8.0,56000.0,Ari Folman,Ari Folman,Ari Folman,Israel,1500000.0,11179372.0,Bridgit Folman Film Gang,90.0,June,1,True,2,471,175,298,173,24,6,Winter,Medium,R,9679372.0,1,1,5,1,1
Redbelt,R,Drama,2008,"May 9, 2008 (United States)",6.7,21000.0,David Mamet,David Mamet,Chiwetel Ejiofor,United States,7000000.0,2674090.0,Sony Pictures Classics,99.0,May,0,False,6,2101,644,998,415,55,5,Winter,Medium,R,-4325910.0,0,1,5,5,5
Departures,PG-13,Drama,2008,"June 19, 2009 (United States)",8.1,50000.0,Yôjirô Takita,Kundô Koyama,Masahiro Motoki,Japan,0.0,70636951.0,Amuse Soft,130.0,June,1,True,6,180,2931,2495,1780,27,6,Winter,Long,PG-13,70636951.0,5,5,5,5,5
Mad Money,PG-13,Comedy,2008,"January 18, 2008 (United States)",5.8,21000.0,Callie Khouri,Glenn Gers,Diane Keaton,United States,22000000.0,26412163.0,Big City Pictures,104.0,January,0,False,4,394,369,1510,650,55,1,Winter,Medium,PG-13,4412163.0,5,1,5,5,1
The Burning Plain,R,Crime,2008,"November 5, 2009 (Argentina)",6.8,19000.0,Guillermo Arriaga,Guillermo Arriaga,Charlize Theron,United States,20000000.0,5642478.0,2929 Productions,107.0,November,0,False,5,24,1022,1556,400,55,11,Winter,Medium,R,-14357522.0,0,0,5,5,5
Brideshead Revisited,PG-13,Drama,2008,"August 15, 2008 (United States)",6.7,12000.0,Julian Jarrold,Andrew Davies,Matthew Goode,United Kingdom,20000000.0,13451186.0,Ecosse Films,133.0,August,0,False,6,911,1530,195,1797,54,8,Winter,Long,PG-13,-6548814.0,1,0,5,0,1
The Tale of Despereaux,G,Animation,2008,"December 19, 2008 (United States)",6.1,36000.0,Sam Fell,Kate DiCamillo,Matthew Broderick,United Kingdom,60000000.0,86957280.0,Universal Pictures,93.0,December,0,False,2,2279,2471,2395,1796,54,12,Winter,Medium,G,26957280.0,1,5,5,5,1
Meet the Browns,PG-13,Comedy,2008,"March 21, 2008 (United States)",4.4,6500.0,Tyler Perry,Tyler Perry,Tamela J. Mann,United States,0.0,41975388.0,The Tyler Perry Company,100.0,March,1,True,4,2202,2833,4341,2552,55,3,Winter,Medium,PG-13,41975388.0,5,5,5,1,5
Pathology,R,Crime,2008,"April 11, 2008 (United Kingdom)",6.0,32000.0,Marc Schölermann,Mark Neveldine,Alyssa Milano,United States,8000000.0,3234706.0,Metro-Goldwyn-Mayer (MGM),95.0,April,0,False,5,1635,1759,2781,90,55,4,Winter,Medium,R,-4765294.0,0,5,5,0,0
Chaos Theory,PG-13,Comedy,2008,"October 16, 2008 (Russia)",6.6,32000.0,Marcos Siega,Daniel Taplitz,Ryan Reynolds,United States,0.0,338440.0,Castle Rock Entertainment,87.0,October,1,True,4,598,1767,890,2311,55,10,Winter,Short,PG-13,338440.0,1,5,5,5,0
Be Kind Rewind,PG-13,Comedy,2008,"February 22, 2008 (United States)",6.4,89000.0,Michel Gondry,Michel Gondry,Jack Black,United Kingdom,20000000.0,30579406.0,New Line Cinema,102.0,February,0,False,4,1711,1951,3025,1043,54,2,Winter,Medium,PG-13,10579406.0,5,5,5,5,1
The Express,PG,Biography,2008,"October 10, 2008 (United States)",7.3,20000.0,Gary Fleder,Charles Leavitt,Rob Brown,United States,40000000.0,9808124.0,Davis Entertainment,130.0,October,0,False,3,816,920,657,2228,55,10,Winter,Long,PG,-30191876.0,5,5,5,0,5
Easy Virtue,PG-13,Comedy,2008,"June 19, 2009 (United States)",6.7,20000.0,Stephan Elliott,Stephan Elliott,Jessica Biel,United Kingdom,0.0,18463793.0,Ealing Studios,97.0,June,1,True,4,904,2595,3995,1220,54,6,Winter,Medium,PG-13,18463793.0,1,1,5,5,1
The Baader Meinhof Complex,R,Action,2008,"September 25, 2008 (Germany)",7.4,37000.0,Uli Edel,Bernd Eichinger,Martina Gedeck,Germany,0.0,26937355.0,Constantin Film,150.0,September,1,True,0,749,2834,407,1770,15,9,Winter,Long,R,26937355.0,1,5,5,1,5
What Just Happened,R,Comedy,2008,"October 31, 2008 (United States)",5.6,27000.0,Barry Levinson,Art Linson,Robert De Niro,United States,25000000.0,6759057.0,2929 Productions,104.0,October,0,False,4,24,211,316,2238,55,10,Winter,Medium,R,-18240943.0,5,0,5,5,0
Meet Dave,PG,Adventure,2008,"July 11, 2008 (United States)",5.0,39000.0,Brian Robbins,Rob Greenberg,Eddie Murphy,United States,60000000.0,51339567.0,Twentieth Century Fox,90.0,July,0,False,1,2251,329,3582,710,55,7,Winter,Medium,PG,-8660433.0,5,5,5,5,0
JCVD,R,Action,2008,"August 2, 2019 (United States)",7.1,38000.0,Mabrouk El Mechri,Mabrouk El Mechri,Jean-Claude Van Damme,Belgium,0.0,2342211.0,Gaumont,97.0,August,1,True,0,1145,1740,2689,1156,4,8,Winter,Medium,R,2342211.0,0,0,5,5,1
Hell Ride,R,Action,2008,"January 17, 2009 (Japan)",5.1,15000.0,Larry Bishop,Larry Bishop,Larry Bishop,United States,0.0,390128.0,Dimension Films,84.0,January,1,True,0,857,1650,2514,1561,55,1,Winter,Short,R,390128.0,0,5,5,1,0
Igor,PG,Animation,2008,"September 19, 2008 (United States)",6.0,23000.0,Tony Leondis,Chris McKenna,John Cusack,United States,25000000.0,30893885.0,Metro-Goldwyn-Mayer (MGM),87.0,September,0,False,2,1635,2816,704,1287,55,9,Winter,Short,PG,5893885.0,5,5,5,5,5
The Wackness,R,Comedy,2008,"August 1, 2008 (United States)",7.0,30000.0,Jonathan Levine,Jonathan Levine,Josh Peck,United Kingdom,6000000.0,3175469.0,Occupant Entertainment,99.0,August,0,False,4,1756,1478,2261,1361,54,8,Winter,Medium,R,-2824531.0,5,0,5,0,1
CJ7,PG,Comedy,2008,"January 30, 2008 (China)",6.4,15000.0,Stephen Chow,Stephen Chow,Stephen Chow,Hong Kong,0.0,49529913.0,Columbia Pictures Film Production Asia,88.0,January,1,True,4,731,2599,4001,2487,17,1,Winter,Short,PG,49529913.0,5,5,5,5,5
Shorts,PG,Adventure,2008,"August 21, 2009 (United States)",4.7,7000.0,Robert Rodriguez,Robert Rodriguez,Jimmy Bennett,United States,40000000.0,28972508.0,Warner Bros.,89.0,August,0,False,1,2318,2389,3670,1243,55,8,Winter,Short,PG,-11027492.0,5,5,5,0,5
Frozen River,R,Crime,2008,"September 5, 2008 (United States)",7.1,25000.0,Courtney Hunt,Courtney Hunt,Melissa Leo,United States,1000000.0,5457664.0,Cohen Media Group,97.0,September,1,True,5,724,526,804,1832,55,9,Winter,Medium,R,4457664.0,1,1,5,1,1
"Surfer, Dude",R,Comedy,2008,"September 5, 2008 (United States)",4.7,8500.0,S.R. Bindler,S.R. Bindler,Matthew McConaughey,United States,6000000.0,52132.0,Berk/Lane Entertainment,85.0,September,0,False,4,386,2465,3808,1801,55,9,Winter,Short,R,-5947868.0,0,0,5,5,0
Last Chance Harvey,PG-13,Drama,2008,"January 16, 2009 (United States)",6.6,21000.0,Joel Hopkins,Joel Hopkins,Dustin Hoffman,United States,0.0,32568427.0,Overture Films,93.0,January,1,True,6,1782,1353,2065,695,55,1,Winter,Medium,PG-13,32568427.0,1,5,5,5,1
"Welcome Home, Roscoe Jenkins",PG-13,Comedy,2008,"February 8, 2008 (United States)",5.5,14000.0,Malcolm D. Lee,Malcolm D. Lee,Martin Lawrence,United States,35000000.0,43655418.0,Universal Pictures,114.0,February,0,False,4,2279,1745,2696,1765,55,2,Winter,Medium,PG-13,8655418.0,5,5,5,5,1
The Family That Preys,PG-13,Drama,2008,"September 12, 2008 (United States)",5.8,6800.0,Tyler Perry,Tyler Perry,Kathy Bates,United States,0.0,37105289.0,Louisiana Producers Film Source,111.0,September,1,True,6,1536,2833,4341,1450,55,9,Winter,Medium,PG-13,37105289.0,5,1,5,5,5
Surveillance,R,Crime,2008,"July 31, 2008 (Germany)",6.3,17000.0,Jennifer Lynch,Kent Harper,Julia Ormond,United States,3500000.0,1138322.0,Lago Film,97.0,July,0,False,5,1457,1269,2445,1379,55,7,Winter,Medium,R,-2361678.0,0,0,5,0,0
Inglourious Basterds,R,Adventure,2009,"August 21, 2009 (United States)",8.3,1300000.0,Quentin Tarantino,Quentin Tarantino,Brad Pitt,United States,70000000.0,321457747.0,Universal Pictures,153.0,August,1,True,1,2279,2247,3450,292,55,8,Winter,Long,R,251457747.0,5,5,5,5,5
Star Trek,PG-13,Action,2009,"May 8, 2009 (United States)",7.9,585000.0,J.J. Abrams,Roberto Orci,Chris Pine,United States,150000000.0,385680446.0,Paramount Pictures,127.0,May,1,True,0,1810,1125,3684,436,55,5,Winter,Long,PG-13,235680446.0,5,5,5,5,5
Avatar,PG-13,Action,2009,"December 18, 2009 (United States)",7.8,1100000.0,James Cameron,James Cameron,Sam Worthington,United States,237000000.0,2847246203.0,Twentieth Century Fox,162.0,December,1,True,0,2251,1155,1778,2332,55,12,Winter,Long,PG-13,2610246203.0,5,5,5,5,5
Jennifer's Body,R,Comedy,2009,"September 18, 2009 (United States)",5.3,121000.0,Karyn Kusama,Diablo Cody,Megan Fox,United States,16000000.0,31556061.0,Fox Atomic,102.0,September,0,False,4,1109,1561,1104,1817,55,9,Winter,Medium,R,15556061.0,1,5,5,5,5
Watchmen,R,Action,2009,"March 6, 2009 (United States)",7.6,520000.0,Zack Snyder,David Hayter,Jackie Earle Haley,United States,130000000.0,185382813.0,Warner Bros.,162.0,March,0,False,0,2318,2935,977,1052,55,3,Winter,Long,R,55382813.0,5,5,5,5,5
Fast & Furious,PG-13,Action,2009,"April 3, 2009 (United States)",6.6,271000.0,Justin Lin,Chris Morgan,Vin Diesel,United States,85000000.0,360366870.0,Universal Pictures,107.0,April,1,True,0,2279,1549,706,2720,55,4,Winter,Medium,PG-13,275366870.0,5,5,5,5,5
G.I. Joe: The Rise of Cobra,PG-13,Action,2009,"August 7, 2009 (United States)",5.8,202000.0,Stephen Sommers,Stuart Beattie,Dennis Quaid,United States,175000000.0,302469017.0,Paramount Pictures,118.0,August,0,False,0,1810,2618,4089,638,55,8,Winter,Medium,PG-13,127469017.0,5,5,5,5,5
The Hangover,R,Comedy,2009,"June 5, 2009 (United States)",7.7,733000.0,Todd Phillips,Jon Lucas,Zach Galifianakis,United States,35000000.0,469310836.0,Warner Bros.,100.0,June,1,True,4,2318,2766,2234,2795,55,6,Winter,Medium,R,434310836.0,5,5,5,5,5
Harry Potter and the Half-Blood Prince,PG,Action,2009,"July 15, 2009 (United States)",7.6,492000.0,David Yates,Steve Kloves,Daniel Radcliffe,United Kingdom,250000000.0,934454096.0,Warner Bros.,153.0,July,1,True,0,2318,679,4051,552,54,7,Winter,Long,PG,684454096.0,5,5,5,5,5
He's Just Not That Into You,PG-13,Comedy,2009,"February 6, 2009 (United States)",6.4,165000.0,Ken Kwapis,Abby Kohn,Ginnifer Goodwin,Germany,40000000.0,178866158.0,New Line Cinema,129.0,February,1,True,4,1711,1580,17,905,15,2,Winter,Long,PG-13,138866158.0,5,5,5,5,5
2012,PG-13,Action,2009,"November 13, 2009 (United States)",5.8,360000.0,Roland Emmerich,Roland Emmerich,John Cusack,United States,200000000.0,791217826.0,Columbia Pictures,158.0,November,1,True,0,730,2425,3723,1287,55,11,Winter,Long,PG-13,591217826.0,5,5,5,5,5
The Lovely Bones,PG-13,Drama,2009,"January 15, 2010 (United States)",6.7,162000.0,Peter Jackson,Fran Walsh,Rachel Weisz,United States,65000000.0,93621340.0,Dreamworks Pictures,135.0,January,0,False,6,888,2192,1359,2159,55,1,Winter,Long,PG-13,28621340.0,5,5,5,1,5
State of Play,PG-13,Crime,2009,"April 17, 2009 (United States)",7.1,145000.0,Kevin Macdonald,Matthew Michael Carnahan,Russell Crowe,United States,0.0,87812371.0,Universal Pictures,127.0,April,1,True,5,2279,1606,2864,2301,55,4,Winter,Long,PG-13,87812371.0,5,5,5,5,5
Zombieland,R,Adventure,2009,"October 2, 2009 (United States)",7.6,534000.0,Ruben Fleischer,Rhett Reese,Jesse Eisenberg,United States,23600000.0,102392080.0,Columbia Pictures,88.0,October,1,True,1,730,2444,3516,1216,55,10,Winter,Short,R,78792080.0,5,5,5,5,5
500 Days of Summer,PG-13,Comedy,2009,"August 7, 2009 (United States)",7.7,483000.0,Marc Webb,Scott Neustadter,Zooey Deschanel,United States,7500000.0,60800444.0,Fox Searchlight Pictures,95.0,August,1,True,4,1112,1760,3868,2810,55,8,Winter,Medium,PG-13,53300444.0,5,5,5,5,5
Sherlock Holmes,PG-13,Action,2009,"December 25, 2009 (United States)",7.6,596000.0,Guy Ritchie,Michael Robert Johnson,Robert Downey Jr.,United States,90000000.0,524028679.0,Warner Bros.,128.0,December,1,True,0,2318,1031,3001,2239,55,12,Winter,Long,PG-13,434028679.0,5,5,5,5,5
District 9,R,Action,2009,"August 14, 2009 (United States)",7.9,648000.0,Neill Blomkamp,Neill Blomkamp,Sharlto Copley,South Africa,30000000.0,210888950.0,TriStar Pictures,112.0,August,1,True,0,2240,2019,3137,2425,44,8,Winter,Medium,R,180888950.0,5,5,5,5,5
The Blind Side,PG-13,Biography,2009,"November 20, 2009 (United States)",7.6,303000.0,John Lee Hancock,John Lee Hancock,Quinton Aaron,United States,29000000.0,309208309.0,Alcon Entertainment,129.0,November,1,True,3,117,1414,2159,2152,55,11,Winter,Long,PG-13,280208309.0,5,5,5,5,5
Up,PG,Animation,2009,"May 29, 2009 (United States)",8.2,962000.0,Pete Docter,Pete Docter,Edward Asner,United States,175000000.0,735099102.0,Pixar Animation Studios,96.0,May,1,True,2,1854,2168,3345,716,55,5,Winter,Medium,PG,560099102.0,5,5,5,5,5
X-Men Origins: Wolverine,PG-13,Action,2009,"May 1, 2009 (United States)",6.6,477000.0,Gavin Hood,David Benioff,Hugh Jackman,United States,150000000.0,373062864.0,Twentieth Century Fox,107.0,May,1,True,0,2251,937,935,1011,55,5,Winter,Medium,PG-13,223062864.0,5,5,5,5,5
Fantastic Mr. Fox,PG,Animation,2009,"November 25, 2009 (United States)",7.9,208000.0,Wes Anderson,Roald Dahl,George Clooney,United States,40000000.0,46474181.0,Twentieth Century Fox,87.0,November,0,False,2,2251,2872,3581,884,55,11,Winter,Short,PG,6474181.0,5,5,5,5,5
Brothers,R,Action,2009,"December 4, 2009 (United States)",7.1,115000.0,Jim Sheridan,David Benioff,Jake Gyllenhaal,United States,26000000.0,43474578.0,Lionsgate,105.0,December,0,False,0,1519,1312,935,1063,55,12,Winter,Medium,R,17474578.0,5,5,5,5,5
Orphan,R,Horror,2009,"July 24, 2009 (United States)",7.0,199000.0,Jaume Collet-Serra,David Leslie Johnson-McGoldrick,Vera Farmiga,United States,0.0,77912251.0,Dark Castle Entertainment,123.0,July,1,True,10,807,1218,990,2708,55,7,Winter,Long,R,77912251.0,5,5,5,5,5
3 Idiots,PG-13,Comedy,2009,"December 25, 2009 (India)",8.4,361000.0,Rajkumar Hirani,Rajkumar Hirani,Aamir Khan,India,0.0,60262836.0,Vinod Chopra Productions,170.0,December,1,True,4,2300,2256,3468,4,20,12,Winter,Long,PG-13,60262836.0,5,5,5,5,5
Fanboys,PG-13,Adventure,2009,"February 13, 2009 (Iceland)",6.6,57000.0,Kyle Newman,Ernest Cline,Dan Fogler,United States,3900000.0,961203.0,The Weinstein Company,90.0,February,0,False,1,2205,1640,1311,533,55,2,Winter,Medium,PG-13,-2938797.0,0,5,5,1,0
Transformers: Revenge of the Fallen,PG-13,Action,2009,"June 24, 2009 (United States)",6.0,390000.0,Michael Bay,Ehren Kruger,Shia LaBeouf,United States,200000000.0,836303693.0,Dreamworks Pictures,149.0,June,1,True,0,888,1885,1237,2442,55,6,Winter,Long,PG-13,636303693.0,5,5,5,5,5
Up in the Air,R,Comedy,2009,"December 23, 2009 (United States)",7.4,324000.0,Jason Reitman,Walter Kirn,George Clooney,United States,25000000.0,166842739.0,Paramount Pictures,109.0,December,1,True,4,1810,1214,4401,884,55,12,Winter,Medium,R,141842739.0,5,5,5,5,5
The Twilight Saga: New Moon,PG-13,Adventure,2009,"November 20, 2009 (United States)",4.7,271000.0,Chris Weitz,Melissa Rosenberg,Kristen Stewart,United States,50000000.0,711025481.0,Temple Hill Entertainment,130.0,November,1,True,1,2170,456,2902,1530,55,11,Winter,Long,PG-13,661025481.0,5,5,5,5,5
Antichrist,Not Rated,Drama,2009,"May 20, 2009 (Denmark)",6.6,119000.0,Lars von Trier,Lars von Trier,Willem Dafoe,Denmark,11000000.0,7413863.0,Zentropa Entertainments,108.0,May,0,False,6,2371,1658,2526,2762,11,5,Winter,Medium,Unkown,-3586137.0,1,5,5,0,1
Friday the 13th,R,Horror,2009,"February 13, 2009 (United States)",5.5,100000.0,Marcus Nispel,Victor Miller,Jared Padalecki,United States,19000000.0,91509154.0,New Line Cinema,97.0,February,1,True,10,1711,1770,4362,1120,55,2,Winter,Medium,R,72509154.0,5,5,5,5,5
